device_id,cpu,cpu_best,cpu_level,cpu_desc,ram,ram_best,ram_level,ram_desc,screen,screen_best,screen_level,screen_desc,res_ratio,res_ratio_best,res_ratio_level,res_ratio_desc,weight,weight_level,weight_best,weight_desc
1427371,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.48Kg,69.77,"",""
1427574,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1081,"",42.73,全高清屏,1.4Kg,76.4,"",""
1427780,2GHz,"",32.89,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.3Kg,88.18,"",""
1427786,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2880x1620,"",83.69,超高清屏,2.1Kg,21.8,"",""
1427895,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,,,,,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1427907,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2160x1440,"",48.44,超高清屏,1.75Kg,42.79,"",""
1428030,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.7Kg,4.87,"",""
1428031,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.7Kg,4.87,"",""
1428043,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.38Kg,83.14,"",""
1428252,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",51.5,全高清屏,1.34Kg,87.27,"",""
1428253,1.3GHz,"",10.86,"",16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",51.5,全高清屏,1.34Kg,87.27,"",""
1428254,1.3GHz,"",10.86,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",1920x1080,"",48.44,全高清屏,1.75Kg,42.79,"",""
1428341,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.48Kg,69.77,"",""
1428342,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.48Kg,69.77,"",""
1428494,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.53Kg,8.57,"",""
1428496,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.53Kg,8.57,"",""
1429341,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",3840x2400,"",100,超高清屏,1.17Kg,94.36,"",""
1429349,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.3Kg,88.18,"",""
1429357,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.92Kg,28.54,"",""
1430382,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1430524,2.5GHz,"",62.13,"",32GB（16GB×2）,"",96.07,极速运行,17.3英寸,"",98.89,"",3840x2160,"",98.29,超高清屏,3.09Kg,2.33,"",""
1430525,2.5GHz,"",62.13,"",32GB（16GB×2）,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,3.09Kg,2.33,"",""
1431050,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,13英寸,"",3.05,13移动、办公,3000x2000,"",96.62,超高清屏,1000g,95.98,"",""
1431924,3.2GHz,"",90.25,"",32GB,"",96.07,极速运行,,,,,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1431925,3.2GHz,"",90.25,"",32GB,"",96.07,极速运行,,,,,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1431926,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,2.3Kg,15.17,"",""
1432343,2.3GHz,"",46.77,"",32GB（16GB×2）,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,2.9Kg,3.07,"",""
1432344,,,,,32GB（16GB×2）,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,2.9Kg,3.07,"",""
1432622,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,2.4Kg,12.2,"",""
1432623,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,2.4Kg,12.2,"",""
1432628,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,2.4Kg,12.2,"",""
1432630,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,,,,,2560x1440,"",60.17,超高清屏,2.4Kg,12.2,"",""
1432651,,,,,16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,2.9Kg,3.07,"",""
1432768,2.5GHz,"",62.13,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1432769,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1432894,2.5GHz,"",62.13,"",32GB,"",96.07,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,3072x1920,"",94.88,超高清屏,1.52Kg,63.53,"",""
1433200,2.3GHz,"",46.77,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.69Kg,47.2,"",""
1433202,2.3GHz,"",46.77,"",32GB（16GB×2）,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.69Kg,47.2,"",""
1433204,1.8GHz,"",26.75,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.69Kg,47.2,"",""
1433647,2.5GHz,"",62.13,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1433648,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1434158,2.7GHz,"",77.04,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",3840x2400,"",100,超高清屏,3.5Kg,14.18,"",""
1434279,2.3GHz,"",46.77,"",64GB（32GB×2）,"",99.79,极速运行,17.3英寸,"",98.89,"",3840x2160,"",98.29,超高清屏,3.3Kg,1.23,"",""
1434280,2.3GHz,"",46.77,"",64GB（32GB×2）,"",99.79,极速运行,17.3英寸,"",98.89,"",3840x2160,"",98.29,超高清屏,3.3Kg,1.23,"",""
1434543,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.9Kg,29.21,"",""
1434544,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.9Kg,29.21,"",""
1434629,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,1920x1200,"",48.44,全高清屏,1.27Kg,89.84,"",""
1434657,1.7GHz,"",24.03,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.36Kg,86.17,"",""
1434659,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.36Kg,86.17,"",""
1434660,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.36Kg,86.17,"",""
1434781,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1434856,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.34Kg,87.27,"",""
1435356,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,1920x1080,"",42.46,全高清屏,1.23Kg,91.99,"",""
1435510,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.5Kg,64.2,"",""
1435511,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.5Kg,64.2,"",""
1436294,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2160x1440,"",60.17,超高清屏,1.49Kg,68.43,"",""
1436586,2.3GHz,"",46.77,"",8GB,"",12.1,游戏流畅,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.2Kg,18.66,"",""
1436630,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.2Kg,18.66,"",""
1436734,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1436779,,,,,64GB（32GB×2）,"",99.79,极速运行,17.3英寸,"",98.89,"",3840x2160,"",98.29,超高清屏,3.3Kg,1.23,"",""
1438452,1000MHz,"",1.02,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.48Kg,69.77,"",""
1439932,3.9GHz,"",98,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.58Kg,6.91,"",""
1440028,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1440039,2.2GHz,"",42.32,"",16GB（16GB×1）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1440050,,,,,16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2880x1800,"",92.58,超高清屏,1.34Kg,87.27,"",""
1440058,2GHz,"",32.89,"",8GB,"",12.1,游戏流畅,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.2Kg,18.66,"",""
1440059,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.2Kg,18.66,"",""
1440060,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.2Kg,18.66,"",""
1440072,2GHz,"",32.89,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,2.25Kg,17.95,"",""
1440084,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.1Kg,21.8,"",""
1440085,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.1Kg,21.8,"",""
1440110,2.6GHz,"",69.07,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1440115,3.9GHz,"",98,"",32GB（16GB×2）,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.63Kg,5.86,"",""
1440121,3.4GHz,"",92.52,"",32GB,"",96.07,极速运行,13.5英寸,"",8.11,13.5移动、办公,2560x1440,"",60.17,超高清屏,999g,96.05,"",""
1440137,3.9GHz,"",98,"",32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,2.8Kg,3.88,"",""
1440420,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,2.1Kg,21.8,"",""
1440540,,,,,32GB,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,2.7Kg,4.87,"",""
1440541,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.5Kg,8.89,"",""
1440545,,,,,16GB（8GB×2）,"",75.3,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,4.23Kg,0.81,"",""
1440927,,,,,,,,,13.3英寸,"",6.55,13.3移动、办公,,,,,1.26Kg,90.16,"",""
1440935,2.4GHz,"",52.34,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.27Kg,89.84,"",""
1443491,,,,,16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3024x1964,"",95.3,超高清屏,1.6Kg,53.76,"",""
1443492,,,,,32GB,"",96.07,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3024x1964,"",95.3,超高清屏,1.63Kg,52.42,"",""
1443509,,,,,16GB,"",75.3,极速运行,16.2英寸,"",94.26,"",3456x2234,"",98.53,超高清屏,2.15Kg,21.23,"",""
1443510,,,,,32GB,"",96.07,极速运行,16.2英寸,"",94.26,"",3456x2234,"",98.53,超高清屏,2.16Kg,20.85,"",""
1447553,2GHz,"",32.89,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.25Kg,91.04,"",""
1447554,2GHz,"",32.89,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.25Kg,91.04,"",""
1447762,2.6GHz,"",69.07,"",64GB,"",99.79,极速运行,17.3英寸,"",98.89,"",3840x2160,"",98.29,超高清屏,2.8Kg,3.88,"",""
1447833,,,,,16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.243Kg,91.46,"",""
1448116,3.11GHz,"",84.69,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.68Kg,47.69,"",""
1448122,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.68Kg,47.69,"",""
1448916,3.9GHz,"",98,"",64GB,"",99.79,极速运行,16英寸,"",91.33,"",3840x2400,"",100,超高清屏,2.58Kg,6.91,"",""
1450510,,,,,64GB（32GB×2）,"",99.79,极速运行,17.3英寸,"",98.89,"",3840x2160,"",98.29,超高清屏,3.3Kg,1.23,"",""
1450539,,,,,128GB,"",100,极速运行,17.3英寸,"",98.89,"",3840x2160,"",98.29,超高清屏,3.3Kg,1.23,"",""
1450541,,,,,128GB,"",100,极速运行,17.3英寸,"",98.89,"",3840x2160,"",98.29,超高清屏,3.3Kg,1.23,"",""
1450734,,,,,64GB（32GB×2）,"",99.79,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,3.1Kg,2.15,"",""
1450735,,,,,64GB（32GB×2）,"",99.79,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,3.1Kg,2.15,"",""
1455320,2.5GHz,"",62.13,"",8GB,"",12.1,游戏流畅,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.67Kg,48.4,"",""
1457436,2.2GHz,"",42.32,"",32GB（16GB×2）,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1457461,2.2GHz,"",42.32,"",32GB（16GB×2）,"",96.07,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1457462,2.2GHz,"",42.32,"",64GB（32GB×2）,"",99.79,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1457534,,,,,16GB,"",75.3,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,3.1Kg,2.15,"",""
1457611,,,,,64GB,"",99.79,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,2.7Kg,4.87,"",""
1457695,3GHz,"",83.53,"",8G,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.45Kg,73.23,"",""
1460946,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.2Kg,93.12,"",""
1460980,2.69GHz,"",69.2,"",16GB,"",75.3,极速运行,12.35英寸,"",0.75,12.35移动、办公,2560x1600,"",83.33,超高清屏,710g,99.33,"",""
1460981,2.69GHz,"",69.2,"",16GB,"",75.3,极速运行,12.35英寸,"",0.75,12.35移动、办公,2560x1600,"",83.33,超高清屏,710g,99.33,"",""
1460982,2.69GHz,"",69.2,"",16GB,"",75.3,极速运行,12.35英寸,"",0.75,12.35移动、办公,2560x1600,"",83.33,超高清屏,710g,99.33,"",""
1461003,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.46Kg,71.75,"",""
1461022,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.95Kg,27.83,"",""
1461212,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1461213,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1461214,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1461215,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1462375,3.9GHz,"",98,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",3840x2400,"",100,超高清屏,2.58Kg,6.91,"",""
1462376,3.9GHz,"",98,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.58Kg,6.91,"",""
1462377,3.9GHz,"",98,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.58Kg,6.91,"",""
1462378,3.9GHz,"",98,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.58Kg,6.91,"",""
1462397,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.99Kg,26.17,"",""
1462833,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1462835,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1462836,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1462837,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1462838,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1462839,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1462860,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.95Kg,27.83,"",""
1462861,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.95Kg,27.83,"",""
1462862,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.95Kg,27.83,"",""
1462922,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.46Kg,71.75,"",""
1463030,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.89Kg,31.53,"",""
1463031,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.89Kg,31.53,"",""
1464861,2.9GHz,"",81.53,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.5Kg,64.2,"",""
1464875,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.4Kg,76.4,"",""
1464886,2.1GHz,"",39.34,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.59Kg,57.6,"",""
1464899,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.1Kg,21.8,"",""
1464900,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.1Kg,21.8,"",""
1464932,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.2Kg,18.66,"",""
1464933,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.2Kg,18.66,"",""
1464934,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.2Kg,18.66,"",""
1464939,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1440,"",83.33,超高清屏,2.4Kg,12.2,"",""
1464940,2GHz,"",32.89,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1440,"",60.17,超高清屏,2.4Kg,12.2,"",""
1464942,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.31Kg,14.96,"",""
1464989,,,,,16GB,"",75.3,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1464990,,,,,16GB,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1600,"",60.17,超高清屏,2.5Kg,8.89,"",""
1465008,2.2GHz,"",42.32,"",16GB（16GB×1）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1465009,2.2GHz,"",42.32,"",16GB（16GB×1）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1465011,2.6GHz,"",69.07,"",16GB（16GB×1）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1465016,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,282g,3.67,"",""
1465017,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,282g,3.67,"",""
1465018,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,282g,3.67,"",""
1465019,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,282g,3.67,"",""
1465020,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,282g,3.67,"",""
1465021,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,282g,3.67,"",""
1465101,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.5Kg,8.89,"",""
1465102,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1465103,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1465104,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1600,"",83.33,超高清屏,2.5Kg,8.89,"",""
1465105,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1465343,3GHz,"",83.53,"",4GB,"",0.27,操作吃力,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.6Kg,53.76,"",""
1465360,1.7GHz,"",24.03,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.38Kg,83.14,"",""
1465537,2.4GHz,"",52.34,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.27Kg,89.84,"",""
1465538,2.4GHz,"",52.34,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.27Kg,89.84,"",""
1465539,2.8GHz,"",79.93,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.27Kg,89.84,"",""
1465540,2.8GHz,"",79.93,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.27Kg,89.84,"",""
1465545,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1081,"",42.73,全高清屏,1.4Kg,76.4,"",""
1465546,2.9GHz,"",81.53,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1081,"",42.73,全高清屏,1.4Kg,76.4,"",""
1465620,3.2GHz,"",90.25,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,,,,
1465621,3.2GHz,"",90.25,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,,,,
1465632,1.2GHz,"",5.34,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.4Kg,76.4,"",""
1465667,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1466068,2.7GHz,"",77.04,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,,,,
